Gene Group,D0.R1.ESTIMATE,D0.R1.CI.LOW,D0.R1.CI.HI,D0.R2.ESTIMATE,D0.R2.CI.LOW,D0.R2.CI.HI,D(MOCK).R1.ESTIMATE,D(MOCK).R1.CI.LOW,D(MOCK).R1.CI.HI,D(MOCK).R2.ESTIMATE,D(MOCK).R2.CI.LOW,D(MOCK).R2.CI.HI,D(LPS).R1.ESTIMATE,D(LPS).R1.CI.LOW,D(LPS).R1.CI.HI,D(LPS).R2.ESTIMATE,D(LPS).R2.CI.LOW,D(LPS).R2.CI.HI,T0.R1.ESTIMATE,T0.R1.CI.LOW,T0.R1.CI.HI,T0.R2.ESTIMATE,T0.R2.CI.LOW,T0.R2.CI.HI,T(MOCK).R1.ESTIMATE,T(MOCK).R1.CI.LOW,T(MOCK).R1.CI.HI,T(MOCK).R2.ESTIMATE,T(MOCK).R2.CI.LOW,T(MOCK).R2.CI.HI,T(LPS).R1.ESTIMATE,T(LPS).R1.CI.LOW,T(LPS).R1.CI.HI,T(LPS).R2.ESTIMATE,T(LPS).R2.CI.LOW,T(LPS).R2.CI.HI,M0.R1.ESTIMATE,M0.R1.CI.LOW,M0.R1.CI.HI,M0.R2.ESTIMATE,M0.R2.CI.LOW,M0.R2.CI.HI,grass.R1.ESTIMATE,grass.R1.CI.LOW,grass.R1.CI.HI,grass.R2.ESTIMATE,grass.R2.CI.LOW,grass.R2.CI.HI
Eea1,0.003011788,0.00115063,0.00788339,0.003473891,0.001459362,0.008269309,1.255334646,0.755955765,2.084599585,1.378730746,0.649587032,2.926318379,1.289422015,0.773142668,2.150455797,1.418293052,0.664558632,3.026904,0.005402861,0.002791038,0.0104588,0.001739329,0.000672918,0.004495743,1.156753436,0.761909998,1.756215977,1.239440635,0.74185197,2.070781169,1.281050367,0.834602157,1.966314165,1.299783495,0.773241869,2.184875395,74.60070725,72.24610653,77.03204766,77.50114162,75.15881408,79.9164679,13.43513983,12.15733944,14.84724376,12.80290491,11.44804241,14.3181138
Rae1,0.005729931,0.002298715,0.014282809,0.006308841,0.002604287,0.01528306,1.261107241,0.760420627,2.091462827,1.251462166,0.5991956,2.613766775,1.345127112,0.802827746,2.253742419,1.565307539,0.723583097,3.386187021,0.002887748,0.000561547,0.014850192,0.002603872,0.000519064,0.013062245,1.197433735,0.77890793,1.840843435,1.310221433,0.769016794,2.23230522,1.206367821,0.783760902,1.856846031,1.22175174,0.728292813,2.049556562,110.3951692,105.8908351,115.0911065,126.6520571,121.5700037,131.9465582,23.30660382,21.45922326,25.31302158,20.80275866,19.42386831,22.27953573
Pacs1,0.004137235,0.001324585,0.01292232,0.015294372,0.009558456,0.024472343,1.288930538,0.771195789,2.154241448,1.414452036,0.718415399,2.784843648,1.262643313,0.758202936,2.102693171,2.401044419,1.257254078,4.585401156,0.001613119,0.000450592,0.005774973,0.002300988,0.000591702,0.008947989,1.214149705,0.788700283,1.869099755,1.266163003,0.752384029,2.130785195,1.183898858,0.771688479,1.816298342,1.265829282,0.750746921,2.13430615,4.15332655,3.772182761,4.572981354,7.551133877,7.143309704,7.982241453,0.917223213,0.664666328,1.265745513,0.928313148,0.672986691,1.280508683
Prpsap2,0.010157052,0.002559499,0.040306989,0.016831405,0.004568725,0.062007715,1.282459712,0.768066776,2.141354065,1.505030611,0.687836169,3.293105602,1.29229614,0.773078086,2.160233672,1.582716408,0.713073129,3.51295137,0.005290779,0.001729393,0.016186226,0.001661927,0.00031922,0.008652347,1.214877277,0.791121876,1.865612421,1.230202822,0.732444735,2.066229589,1.205402993,0.784402023,1.852361841,1.257304606,0.745159891,2.121443855,16.15787009,14.24480903,18.32785298,16.34917813,13.79962047,19.36978093,2.744820633,2.062728832,3.65246279,2.484631957,1.962027316,3.146437316
Rabep2,0.008463714,0.002490698,0.028760794,0.007568193,0.002178959,0.026286659,1.290475383,0.772661648,2.155311731,1.488377888,0.676568711,3.274270155,1.314537694,0.784463332,2.202791743,1.402217073,0.64808393,3.033885934,0.007522533,0.002152986,0.026283724,0.003289062,0.000343055,0.031534102,1.275587694,0.820905095,1.982109716,1.257743049,0.745213811,2.122770075,1.140312478,0.742331073,1.75166121,1.253391249,0.743348215,2.113396642,14.74130602,13.40880033,16.20623008,9.976277427,8.475736134,11.74247401,2.590422542,2.092437238,3.206924836,2.335362578,1.45058714,3.75980058
Acy1,0.007333149,0.003423988,0.015705392,0.006865581,0.002759044,0.017084254,1.21867521,0.740494516,2.005645195,1.249099086,0.597247966,2.612396552,1.3162374,0.793479875,2.183396137,1.565534141,0.722253357,3.393403607,0.004399712,0.001271585,0.015223101,0.002565186,0.000337545,0.01949422,1.210266807,0.787423893,1.860174369,1.250021539,0.741808953,2.106410068,1.221300068,0.791523748,1.884433488,1.257798176,0.745189004,2.123026831,48.38621896,46.57251933,50.27055051,38.53651117,36.07571239,41.1651661,7.337884514,6.57867951,8.184704705,9.5213445,7.809825046,11.60794263
Uqcr;Uqcr11,0.015781595,0.004196781,0.059345192,0.005483543,0.001710888,0.017575222,1.342398094,0.799071817,2.2551573,1.491462506,0.67696315,3.285940168,1.265457202,0.75980576,2.107620151,1.298748108,0.609601179,2.766967497,0.002665193,0.001786494,0.003976085,0.001314916,0.000427782,0.004041784,1.180827845,0.790981159,1.762816198,1.200073606,0.718453579,2.00455075,1.391904232,0.904121345,2.142851069,1.322539858,0.775210017,2.256306855,55.72348416,47.72490631,65.06260414,92.16783779,82.61427337,102.8261822,6.02883062,3.541635072,10.26271705,21.15427995,15.70971619,28.4857826
Ctnnbl1,0.016937334,0.00874714,0.032796237,0.014749955,0.008202888,0.02652251,1.287850132,0.781906447,2.121171874,1.357374717,0.665307079,2.769346936,1.354731982,0.818141404,2.243253713,2.453021161,1.168370102,5.15017699,0.005684721,0.001901806,0.016992293,0.002084255,0.000425797,0.010202331,1.25043,0.811450889,1.92688825,1.261718532,0.748121089,2.127909075,1.188408046,0.775266886,1.821712896,1.248671836,0.741658207,2.102290976,10.75640707,9.860824311,11.73332872,10.28928301,9.62640181,10.99781071,2.176759059,1.6106854,2.9417787,1.286617795,0.980120673,1.688960754
Vps33a,0.004331691,0.001669277,0.011240524,0.00757044,0.002600673,0.022037203,1.221205921,0.738197437,2.020250717,1.238361938,0.587079374,2.612151538,1.338233869,0.797885806,2.244519046,1.539407512,0.703261315,3.369694077,0.01040504,0.004561912,0.023732339,0.003427208,0.00062816,0.018698657,1.230374536,0.802560884,1.886238825,1.322751075,0.774413776,2.259348246,1.195503045,0.782131654,1.827349042,1.193558725,0.7115752,2.002012479,8.62637008,7.444369628,9.996045934,9.911715247,8.847265487,11.1042332,2.376683028,1.384557517,4.079730994,6.528424577,5.634791738,7.563780427
Akap8;AKAP95,0.007770613,0.002412633,0.025027606,0.006918004,0.00260812,0.018349912,1.344728281,0.798358236,2.265015965,1.309808836,0.619544571,2.769129562,1.281413616,0.768425869,2.136863063,1.745539598,0.768829415,3.963048794,0.001278517,0.000345755,0.004727643,0.000857419,0.000292414,0.002514134,1.186131813,0.772786343,1.820566178,1.286832858,0.764709303,2.165448751,1.205433604,0.783359826,1.854920467,1.214652642,0.726440853,2.030972012,11.38300282,10.32789621,12.54590001,12.85491782,12.09225243,13.66568495,2.76838297,2.169821245,3.532062508,1.803358877,1.499562397,2.168701513
Cwc15,0.00810322,0.00195905,0.033517359,0.009454422,0.002297657,0.038903142,1.350374762,0.797666913,2.286056957,1.54761719,0.690659412,3.467872767,1.233909503,0.741612692,2.053002435,1.387364453,0.641998859,2.998105213,0.011557288,0.008928801,0.014959556,0.011618001,0.008145841,0.016570167,0.977602222,0.67920558,1.407094011,1.178282266,0.750242788,1.850533081,1.86450263,1.309524901,2.654680375,1.4484829,0.91479055,2.293533434,126.0307539,104.3875596,152.1613399,116.9393464,86.55779728,157.9847357,11.42701055,8.910531963,14.65418346,14.25503757,10.13656195,20.04684597
Nubp2,0.017176603,0.012871871,0.022920963,0.015711144,0.010923185,0.02259781,1.922880859,1.267465647,2.917215789,2.326099809,1.375956563,3.932348207,0.958863237,0.623134764,1.4754733,1.170338903,0.638408371,2.145481183,0.016571621,0.009428059,0.029127803,0.003825299,0.000333682,0.043852819,1.213409496,0.797786639,1.845559368,1.263579073,0.74781099,2.135074364,1.345359002,0.869672472,2.081232765,1.258394466,0.745509253,2.124127401,83.86646617,80.86514971,86.97917672,64.96042657,60.97988998,69.20079753,12.84651953,10.55281832,15.63876672,14.76824445,11.34848183,19.21852169
Crlf3;Cytor4,0.010273816,0.005483266,0.019249714,0.009785184,0.005935612,0.016131418,1.217191084,0.744513449,1.98996289,1.600818918,0.813844162,3.14878613,1.369322813,0.828248023,2.263868932,1.408095024,0.716842443,2.76592383,0.002674192,0.001887219,0.003789334,0.002037206,0.000934142,0.004442804,0.981240994,0.667490735,1.442467795,1.215015975,0.731754361,2.017430845,1.480655223,0.969946185,2.260269613,1.244228456,0.746658041,2.073378127,31.24576411,29.77744297,32.78648794,29.61726153,27.93990014,31.39532268,2.87937264,2.081633796,3.982826768,3.734002656,2.452307687,5.685573597
Sec16a,0.019972429,0.007428951,0.053695052,0.016525166,0.006240743,0.043757791,1.368333203,0.815367558,2.29630887,1.923172466,0.84374526,4.383541465,1.324562901,0.793580852,2.210823096,1.264852711,0.601958949,2.657743328,0.002495167,0.001165625,0.005341218,0.001126783,0.000376957,0.003368123,1.114755734,0.732279565,1.697002628,1.218821068,0.72891582,2.037992257,1.270020515,0.82616631,1.952333434,1.254719162,0.746435053,2.109118765,2.537059786,2.172628151,2.962620343,3.428140916,3.047476091,3.856355158,1.425226684,1.199726474,1.693111841,1.127391898,0.972677062,1.306715807
Kdm3b;mKIAA1082,0.050715269,0.035433232,0.072588314,0.024218249,0.013563541,0.043242659,2.053142726,1.239277107,3.401495137,2.648532956,1.28331393,5.466103544,1.009425864,0.648564916,1.571069523,1.086571795,0.545636674,2.163780997,0.001638969,0.000476458,0.005637895,0.000693674,0.000223967,0.002148455,1.197618353,0.779237529,1.840632243,1.225676759,0.73200206,2.052294113,1.19160602,0.776425731,1.828796821,1.260857513,0.749792656,2.120268393,1.831777253,1.558422054,2.153080353,2.147475591,1.927836997,2.392137625,0.793661625,0.55673324,1.131419376,0.720316125,0.574313417,0.903435833
BC029331;Diap1,0.013197022,0.007937522,0.021941533,0.012464903,0.007935234,0.019580243,1.51043512,0.918285898,2.484426969,1.370327527,0.715766338,2.623478403,1.08995177,0.677960868,1.752305946,1.120287349,0.58361931,2.150449314,0.002556015,0.001973877,0.003309837,0.001095705,0.000788078,0.001523414,0.973453481,0.677066808,1.399583718,1.201145642,0.767971043,1.878652674,1.537972723,1.070023435,2.210568498,1.518039567,0.958111506,2.405194087,100.0350808,96.19081555,104.032982,101.2609254,98.62257054,103.9698615,12.73799052,11.52774643,14.07529247,15.41973856,14.52558502,16.36893364
Stat2,0.027569669,0.016826947,0.045170801,0.010108256,0.004350219,0.023487745,1.234295267,0.761497437,2.00064338,1.465454607,0.690234361,3.111344963,1.360078529,0.835401448,2.214281061,1.597057156,0.740381924,3.444967354,0.001569584,0.001129437,0.00218126,0.001121224,0.000794299,0.001582707,1.197227102,0.780873479,1.835576151,1.165860394,0.707283014,1.921763186,1.375649086,0.912104078,2.074774635,1.589662722,0.983331965,2.569862122,4.892484832,4.230199039,5.658459001,5.135051452,4.582120194,5.754705746,1.803882577,1.269766995,2.562668872,1.644589154,1.220387882,2.216240858
Sp1,0.019912734,0.009486446,0.041798263,0.021508687,0.014200603,0.032577745,1.462200427,0.871168276,2.454210223,1.8949602,1.02149725,3.515304773,1.182842015,0.720635636,1.94150159,1.449107801,0.764476295,2.746865315,0.003168053,0.000566992,0.017701424,0.00905828,0.005165203,0.015885616,1.200723461,0.78070727,1.846706039,1.278364104,0.776477499,2.104651821,1.218833267,0.790102602,1.880204581,1.288098649,0.777308352,2.134543036,20.04353467,17.93408167,22.40110698,25.73765936,24.58146857,26.94823164,6.341557133,4.995778751,8.049865473,3.263563309,2.624947602,4.057545934
Psmb1,0.00613635,0.002521058,0.014936109,0.009374035,0.003660821,0.0240035,1.310320035,0.78644615,2.183161039,1.298748922,0.617286656,2.732521019,1.272451678,0.767081889,2.110769786,1.572903901,0.724789217,3.413443005,0.010705063,0.007088382,0.01616707,0.001931887,0.000772557,0.004830955,1.161423628,0.777952168,1.733917455,1.287476086,0.768315838,2.157439154,1.258064564,0.837249642,1.890387725,1.24659808,0.746904135,2.080597364,324.7186379,309.5093028,340.6753621,319.1385845,300.0952215,339.3903963,49.61445199,40.85012143,60.25915615,57.59048294,53.09741514,62.46375114
Naglu,0.002253576,0.000823859,0.006164412,0.002827329,0.00104302,0.007664083,1.17468378,0.711269178,1.940027806,1.091640826,0.52526464,2.268722475,1.368205882,0.806011802,2.322530922,1.882497262,0.764210462,4.637198938,0.010162141,0.005927121,0.017423149,0.015655128,0.009687693,0.025298387,1.431638031,0.931608433,2.200052489,1.34220536,0.8196133,2.198006339,1.085821553,0.722270207,1.632364776,1.148346658,0.708960844,1.860046371,84.00461411,81.098819,87.01452473,72.62414685,70.05474673,75.28778493,16.37531933,14.83293734,18.07808373,13.41990222,12.10782051,14.87416959
Mpo,0.008221474,0.00247096,0.027354811,0.01124216,0.002861908,0.044161501,1.289779636,0.772454966,2.153564394,1.38232256,0.640493247,2.983350208,1.327679719,0.790614645,2.229573469,1.577054179,0.703534893,3.535147873,0.005003128,0.0006864,0.036467483,0.003363276,0.00037507,0.030158699,1.217054136,0.789605288,1.875900267,1.2778738,0.753551671,2.167019873,1.206740941,0.783874153,1.857726389,1.244868457,0.73934123,2.096051745,29.6226246,27.1771631,32.28813417,27.10659136,23.34869971,31.46930254,3.553655005,3.014932561,4.18863893,3.067923041,2.566188468,3.667755469
M6pr,0.012787068,0.007241152,0.022580538,0.010692305,0.005373812,0.021274539,1.110233132,0.686602523,1.795241885,1.378222529,0.666219299,2.851159282,1.589812877,0.951731016,2.655692567,1.795836592,0.846317196,3.810662338,0.003454137,0.000808308,0.014760537,0.004548562,0.001791296,0.011549971,1.216283381,0.789524528,1.873716661,1.293029281,0.770607726,2.169618427,1.190448934,0.775292644,1.8279145,1.195574758,0.718850703,1.988450448,101.1291553,88.58226463,115.4532016,103.8205264,95.96094,112.3238446,30.68041327,20.14964349,46.71485919,31.57977984,25.64690628,38.8850992
Sept2,0.005855768,0.002879346,0.011908962,0.011702455,0.007024781,0.019494907,1.377320311,0.826589056,2.294987121,1.776629031,0.898521522,3.512893833,1.212234611,0.738406193,1.990114339,1.331316752,0.673858679,2.630231456,0.010970752,0.006671657,0.018040106,0.006447245,0.00324338,0.01281594,1.216176856,0.805338511,1.836601784,1.116540675,0.680491697,1.832003368,1.259981899,0.829618082,1.913596654,1.538933225,0.897500507,2.638790121,388.0727288,375.8406484,400.7029135,457.3157921,441.7066024,473.4765852,66.20923662,59.50655898,73.66688796,74.42338916,68.63440434,80.70064726
Dnajc2,0.015956103,0.011454655,0.022226531,0.018378964,0.011548503,0.02924936,1.167140227,0.745962107,1.826119984,1.354070716,0.691577761,2.651195004,1.294180992,0.825431175,2.029126704,2.189858723,1.145006527,4.188169337,0.002949478,0.001582597,0.005496929,0.000384807,0.00012946,0.0011438,1.251242963,0.820050902,1.909160697,1.234620378,0.736698976,2.069077776,1.172386428,0.770976811,1.782790245,1.188903772,0.712852735,1.982867021,32.30978899,30.85632998,33.83171184,27.55113734,26.18663785,28.98673641,5.078643379,3.935528492,6.553787788,5.859495092,5.17879183,6.629670367
Rps13,0.017707729,0.01236968,0.025349378,0.014482936,0.007923736,0.026471785,1.084479853,0.688599025,1.707955585,1.273144737,0.631161941,2.568116701,1.806345259,1.133265663,2.879186499,1.468146531,0.721504231,2.987445041,0.001734181,0.00127342,0.002361659,0.001443398,0.000864568,0.002409757,0.87205773,0.601454715,1.264408884,0.895973024,0.560609799,1.431954385,1.824380662,1.216024493,2.737086972,2.151226868,1.225429598,3.776452803,564.7052806,545.7108608,584.3608344,714.0447079,681.7556975,747.8629761,17.99431987,13.35201823,24.25068197,41.27372813,34.82693831,48.91387863
Stx4a,0.026138478,0.012545607,0.054458908,0.005542227,0.001897499,0.016187768,1.299459093,0.785094242,2.150816864,1.488766363,0.679821158,3.260306417,1.433742734,0.85635591,2.400425108,1.418121734,0.656668121,3.062535227,0.000893538,0.000268763,0.002970682,0.000744742,0.000230159,0.002409817,1.190733044,0.775632115,1.827986688,1.233507674,0.735367728,2.06908887,1.195952507,0.778768383,1.836621043,1.229556191,0.733989979,2.059712625,19.62693964,16.91097395,22.77909958,26.60828712,24.42462065,28.98718279,13.42697094,11.53497771,15.6292932,11.59584939,10.14772747,13.25062419
Cab39,0.024569066,0.016452645,0.036689481,0.020486536,0.012625742,0.033241464,1.470295608,0.917535626,2.356060205,1.87896055,0.971328068,3.634706815,1.01565791,0.643836894,1.60220857,1.129712188,0.580440937,2.198758817,0.001526554,0.000396121,0.005882966,0.001018598,0.000236035,0.004395707,1.203823284,0.782725129,1.851467961,1.236732012,0.735952512,2.07826734,1.215895056,0.789101871,1.873523357,1.257500918,0.745479164,2.121197526,11.55307634,10.1903137,13.09808282,13.108457,11.89712368,14.44312503,3.874660205,2.706322767,5.547376642,3.808772637,2.825136696,5.134883924
Mvk,0.003850117,0.001272705,0.011647159,0.014315147,0.004771504,0.042947349,1.32339009,0.786688366,2.22624537,1.571804883,0.7180763,3.4405405,1.249187038,0.751222064,2.07723965,1.3922332,0.650634574,2.979112024,0.005820389,0.002858679,0.01185055,0.001333757,0.000279962,0.006354098,1.082042539,0.707608426,1.654610111,1.227088366,0.730857199,2.060246325,1.327242373,0.844593638,2.085703984,1.255037831,0.744030162,2.117010892,7.818012881,7.170158216,8.524404005,12.11113167,10.55858584,13.8919655,2.463699015,1.914080345,3.171137959,4.726084136,3.784351947,5.902165436
AK032662;Specc1,0.010106245,0.003957718,0.025806836,0.020538253,0.010922285,0.03862011,1.313466935,0.788412992,2.188187419,2.167962529,1.024702186,4.586758563,1.290136708,0.77620946,2.144334501,1.239465795,0.611959314,2.51042091,0.008848685,0.006645369,0.011782526,0.004548792,0.002500391,0.008275311,1.141669347,0.783541053,1.663485139,1.398088511,0.845542933,2.311711695,1.472977017,1.002683678,2.163854205,1.257144037,0.756127675,2.090137923,5.732917581,5.347858761,6.145701571,5.301445555,4.862430801,5.780097676,0.761217764,0.608599436,0.952108152,1.046112002,0.847344936,1.291505118
Cd180,0.004308292,0.001472781,0.012602945,0.004522932,0.00153641,0.013314755,1.180285334,0.713419256,1.952671529,1.245761417,0.589841784,2.631080995,1.434679675,0.832177409,2.473397794,1.694267308,0.728783085,3.938814953,0.00349022,0.0019283,0.006317292,0.001875582,0.000718597,0.004895386,1.21954151,0.795753685,1.869022442,1.285420242,0.76033018,2.173141672,1.17488281,0.771126259,1.790043591,1.23188795,0.73627797,2.061107331,24.48185826,23.21294286,25.82013783,13.54634438,12.61285398,14.54892337,5.473701177,4.756375156,6.299209711,3.100427472,2.598549603,3.699236874
Fkbp15,0.013313589,0.007258078,0.024421294,0.005019829,0.002224465,0.011327976,1.322640147,0.803768139,2.176469648,1.277365402,0.61313839,2.66116491,1.263945011,0.771376981,2.071045715,1.754774119,0.792987768,3.883076554,0.003696409,0.00185936,0.007348464,0.003929761,0.002459751,0.006278288,1.132859861,0.746205764,1.719862708,1.069745485,0.664886466,1.721129036,1.343984002,0.871906188,2.071659798,1.59657785,0.979466541,2.602499139,22.66922566,21.41556628,23.99627379,26.3060277,25.30493322,27.34672673,4.322369141,3.606450378,5.180405396,4.049904707,3.478206062,4.715571143
Ankrd13a,0.018818494,0.012222321,0.028974507,0.013828516,0.005505805,0.034732041,1.472497441,0.907750819,2.388594609,1.583033263,0.731306387,3.426736531,1.219465924,0.759949567,1.956836616,1.46930201,0.687398912,3.140604908,0.001806852,0.000547852,0.00595912,0.00139858,0.000541711,0.003610827,1.204600161,0.784279642,1.850183876,1.27683292,0.762154083,2.139071799,1.184677737,0.772517422,1.816737464,1.279037419,0.76077344,2.150359926,21.10887754,19.11804618,23.30702137,18.17274932,16.41040192,20.12435889,6.162494609,4.503199877,8.433189921,3.785483515,2.861049822,5.008610942
Srsf7;Sfrs7,0.007453721,0.003401258,0.016334529,0.00795061,0.003692297,0.01712002,1.135740252,0.692980646,1.861388088,1.270449748,0.613357294,2.631488331,1.559112412,0.906641382,2.68113894,1.9329014,0.873101094,4.279123973,0.003179297,0.000573527,0.017624166,0.001127668,0.000239909,0.005300488,1.208721206,0.785106752,1.860902291,1.238092877,0.736342766,2.081739705,1.201797828,0.78124871,1.848730117,1.236318786,0.735409898,2.07841116,216.4456223,206.0830166,227.3292976,202.8050446,193.7239967,212.3117776,34.71182631,28.65075326,42.05512068,34.27820491,31.49718544,37.30477233
